id_festival,nom_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,site_internet_festival,adresse_mail_festival,decennie_creation_festival,annee_creation_festival,discipline_dominante_festival,sous-categorie_spectacle_vivant,sous-categorie_musique,sous-categorie_cinema_et_audiovisuel,sous-categorie_arts_visuels_et_numeriques,sous-categorie_livre_et_litterature,periode_principale_deroulement_festival,geocodage_xy_festival,geocodage_latitude_festival,geocodage_longitude_festival,,,,,,,,,,,,,,,,
87,Classic parc orchestra,Communale,6161,30 Allée Simone veil,Pôle culturel auguste escoffier,https://www.villeneuveloubet.fr,service-culturel@mairie-villeneuve-loubet.fr,2010 et après,2017,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"43.6492560734, 7.10728434873",43.6492560734,7.10728434873,,,,,,,,,,,,,,,,
88,Salon du livre jeunesse de Wimereux,Communale,62893,,"Salons des jardins de la Baie Saint Jean, Rue Sainte Adrienne",,bibliotheque.wimereux@orange.fr,2010 et après,2018,"Livre, littérature",,,,,"Généraliste, jeunesse, lecture",Avant-saison (1er janvier - 20 juin),"50.7792497892, 1.6134323131",50.7792497892,1.6134323131,,,,,,,,,,,,,,,,
89,Les chants de mars,Communale,69123,5 Place Saint Jean,Maison des Jeunes et de La Culture du Vieux Lyon,https://www.leschantsdemars.com,info@leschantsdemars.com,De 2000 à 2009,2007,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"45.6609705564, 4.72076320026",45.6609705564,4.72076320026,,,,,,,,,,,,,,,,
90,Festi'bd,Communale,3190,Avenue du professeur Etienne SORREL,Association Viltaïs,http://festibd.fr,,De 2000 à 2009,19ème,"Livre, littérature",,,,,Bande dessinée,Avant-saison (1er janvier - 20 juin),"46.5624641056, 3.32662040221",46.5624641056,3.32662040221,,,,,,,,,,,,,,,,
91,Fémin'arte,Communale,6004,5 Place Amiral barnaud,Salle le tribunal,https://www.theatre-tribunal.fr,info@mediatheque-casa.fr,De 1990 à 1999,1997,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"43.587465146, 7.10635418256",43.587465146,7.10635418256,,,,,,,,,,,,,,,,
92,Lille Poésie,Communale,59350,,"À Lille dans de nombreux lieux culturels (Médiathèque Jean Lévy, Palais des Beaux-Arts, Maisons Folies, Théâtre du Nord...)",https://www.escalesdeslettres.com,escalesdeslettres@wanadoo.fr,2010 et après,2018,"Livre, littérature",,,,,Poésie,Après-saison (6 septembre - 31 décembre),"50.6317183168, 3.04783272312",50.6317183168,3.04783272312,,,,,,,,,,,,,,,,
93,Salon du livre,Communale,38417,7 Rue Du Colombier,CC Saint-Marcellin Vercors Isère,,,2010 et après,,"Livre, littérature",,,,,Fiction,Avant-saison (1er janvier - 20 juin),"45.3845890951, 5.97577742061",45.3845890951,5.97577742061,,,,,,,,,,,,,,,,
94,Festival flamenco de Toulouse (automne),Communale,31555,11 Rue Jeanne de Segla,,,almaflamenca@netcourrier.com,De 2000 à 2009,2002,Spectacle vivant,,"Musiques traditionnelles, Musiques du monde",,,,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364",43.5963814303,1.43167293364,,,,,,,,,,,,,,,,
95,Sang d'encre,Communale,38544,2 Rue Laurent Florentin,Maison des Jeunes et de la Cutlure de Vienne,http://www.sangdencre.org/,,De 1990 à 1999,1994,"Livre, littérature",,,,,Polar,Après-saison (6 septembre - 31 décembre),"45.520578372, 4.88135156154",45.520578372,4.88135156154,,,,,,,,,,,,,,,,
96,Festival de la BD d'Anzin-Saint-Aubin,Communale,62037,Rue des Ecoles,"Salle des fêtes ""les Viviers"", Rue des écoles",http://www.imaginartois.fr,contact@imaginartois.fr,2010 et après,2015,"Livre, littérature",,,,,Bande dessinée,Saison (21 juin - 5 septembre),"50.3178758623, 2.74105063372",50.3178758623,2.74105063372,,,,,,,,,,,,,,,,
97,"Editions d'art, livres d'artistes",Communale,69154,25 Avenue Guerpillon,Association Geneviève Dumont,,,De 2000 à 2009,2006,"Livre, littérature",,,,,Autres,Après-saison (6 septembre - 31 décembre),"45.7685281587, 4.65869632922",45.7685281587,4.65869632922,,,,,,,,,,,,,,,,
98,Les mille-feuilles,Communale,80271,Place des Pilotes,"Ancien Tribunal de Commerce, Place des Pilotes",https://www.lepassemuraille.net,contact@lepassemuraille.net,2010 et après,2015,"Livre, littérature",,,,,Jeunesse,Après-saison (6 septembre - 31 décembre),"50.0062828894, 3.13298664943",50.0062828894,3.13298664943,,,,,,,,,,,,,,,,
99,Festival du château,Communale,83130,1 Rue De la république,Château de solliès-pont,,festivalduchateau@gmail.com,De 2000 à 2009,2006,Musique,,Musiques actuelles/stand up,,,,Saison (21 juin - 5 septembre),"43.1907611248, 6.06327697157",43.1907611248,6.06327697157,,,,,,,,,,,,,,,,
100,Toutifesti,Communale,84138,32 Rue Des cordeliers,,https://www.theatredurondpointpaca.com,theatredurondpoint@gmail.com,2010 et après,2015,Spectacle vivant,Théâtre,,,,,Après-saison (6 septembre - 31 décembre),"44.3771588623, 4.99354936197",44.3771588623,4.99354936197,,,,,,,,,,,,,,,,
101,Les Giboulivres,Communale,38140,390 Rue Henri Fabre,Communauté de communes Le Grésivaudan,http://bibliotheques.le-gresivaudan.fr/,,De 2000 à 2009,2003,"Livre, littérature",,,,,Fiction,Avant-saison (1er janvier - 20 juin),"45.2820293287, 5.88883985593",45.2820293287,5.88883985593,,,,,,,,,,,,,,,,
102,Cirque & Fanfares,Communale,39198,1 Place de l'Europe,,https://www.cirqueetfanfaresadole.com/,d.gueniat@dole.org / lucile.gaillard@grand-dole.fr,2010 et après,2011,Spectacle vivant,,,,,,Avant-saison (1er janvier - 20 juin),"47.0755452538, 5.50062446099",47.0755452538,5.50062446099,,,,,,,,,,,,,,,,
103,Festival flamenco de Toulouse (printemps),Communale,31555,11 Rue Jeanne de Segla,,,almaflamenca@netcourrier.com,De 2000 à 2009,2002,Spectacle vivant,,"Musiques traditionnelles, Musiques du monde",,,,Avant-saison (1er janvier - 20 juin),"43.5963814303, 1.43167293364",43.5963814303,1.43167293364,,,,,,,,,,,,,,,,
104,Salon du livre autour du Mémorial de l'Otan,Communale,62156,3 Allée de l'espace Futurum,"Espace Futurum, 3 allée de l'espace Futurum",,sdlfmo@gmail.com,2010 et après,2017,"Livre, littérature",,,,,Histoire,Après-saison (6 septembre - 31 décembre),"50.8931678254, 1.77107438801",50.8931678254,1.77107438801,,,,,,,,,,,,,,,,
105,Festival des Grandes Heures de Cluny,Communale,71137,6 Rue d'Avril,Hôtel des Monnaies,https://www.grandesheuresdecluny.com/,lesgrandesheuresdecluny@gmail.com,Avant 1980,1967,Musique,,"Musique classique, Opéra, Danse Classique",,,,Saison (21 juin - 5 septembre),"46.4303628582, 4.67033276327",46.4303628582,4.67033276327,,,,,,,,,,,,,,,,
106,Les nuits du château de Montfort,Communale,83083,7 Rue De la rouguière,Jardins de la mairie,https://www.artscenicum.fr,rp@artscenicum.fr,De 1990 à 1999,1999,Spectacle vivant,,,,,,Saison (21 juin - 5 septembre),"43.4812536631, 6.12560767207",43.4812536631,6.12560767207,,,,,,,,,,,,,,,,
107,En Grangeons la musique,Communale,1403,,Association en Grangeons la musique,https://www.engrangeonslamusique.fr,engrangeonslamusique@wanadoo.fr,De 2000 à 2009,2006,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"45.8133219416, 5.44125880379",45.8133219416,5.44125880379,,,,,,,,,,,,,,,,
108,Les rues en musique,Communale,13004,Place De la république,Mairie,https://www.ville-arles.fr,c.ponce@ville-arles.fr,De 2000 à 2009,2003,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"43.5468692378, 4.66215642574",43.5468692378,4.66215642574,,,,,,,,,,,,,,,,
109,Midi festival,Communale,83069,Route De l'almanare,Site archéologique d'olbia,https://www.midi-festival.com,info@midi-festival.com,De 2000 à 2009,2005,Musique,,Musique,,,,Saison (21 juin - 5 septembre),"43.1018713534, 6.18898508469",43.1018713534,6.18898508469,,,,,,,,,,,,,,,,
110,Festival des enfants du jazz,Communale,4019,,Parc de la Sapinière,https://www.barcelonnette.com,info@barcelonnette.com,De 1990 à 1999,1995,Musique,Théâtre,Jazz,,,,Saison (21 juin - 5 septembre),"44.3785614205, 6.65215089713",44.3785614205,6.65215089713,,,,,,,,,,,,,,,,
111,"En avant-pays, le livre",Communale,73039,585 Route De Tramonet,Syndicat Mixte de l'Avant-Pays Savoyard,https://avant-pays-savoyard.wixsite.com/fete-litteraire,,2010 et après,2012,"Livre, littérature",,,,,Fiction,Après-saison (6 septembre - 31 décembre),"45.5651185204, 5.6763421885",45.5651185204,5.6763421885,,,,,,,,,,,,,,,,
112,Biennale d'aquarelle de Brioude,Communale,43040,Avenue Léon Blum,Association Festival d'Aquarelle Brioude,,,2010 et après,9ème,"Arts visuels, arts numériques",,,,Peinture,,Saison (21 juin - 5 septembre),"45.2964378846, 3.38526303303",45.2964378846,3.38526303303,,,,,,,,,,,,,,,,
113,Festival El Medio Dia,Communale,82044,,"Le Théâtre Aleph d' Ivry-sur-Seine,  association El Mediodia de Aleph",http://www.corbarieu.fr/fr/culture-et-tourisme/festival-el-mediodia.html,roland.terrancle@orange.fr,De 2000 à 2009,,Musique,,culture hispanique et latino-américaine,,,,Saison (21 juin - 5 septembre),"43.9412424129, 1.38125963307",43.9412424129,1.38125963307,,,,,,,,,,,,,,,,
114,Escapades litteraires,Communale,83068,,,,,2010 et après,2015,"Livre, littérature",,,,,"Pas de sous-catégorie, toutes thématiques",Avant-saison (1er janvier - 20 juin),"43.2820282501, 6.53303224114",43.2820282501,6.53303224114,,,,,,,,,,,,,,,,
115,Salon de la BD et des arts graphiques,Communale,59512,9 Rue de l'Hospice,Salle Watremez,https://www.facebook.com/festivalbdrbx/,hwaguet@ville-roubaix.fr,2010 et après,2012,"Livre, littérature",,,,,"Bande dessinée, comics, manga",Avant-saison (1er janvier - 20 juin),"50.6879774811, 3.18258434623",50.6879774811,3.18258434623,,,,,,,,,,,,,,,,
116,Festival de musique de Chambre,Communale,42218,,Association BWD 12-Le Boulain,http://www.bwd12.fr/,festivalbwd12@gmail.com,De 2000 à 2009,15ème,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"45.4301235512, 4.37913997076",45.4301235512,4.37913997076,,,,,,,,,,,,,,,,
117,Parole ambulante,Communale,69259,7 Place De la Paix,Espace Pandora,http://espacepandora.org/portfolio-item/parole-daube/,espacepandora@free.fr,De 1990 à 1999,1996,Spectacle vivant,,,,,,Après-saison (6 septembre - 31 décembre),"45.7037728826, 4.88137668221",45.7037728826,4.88137668221,,,,,,,,,,,,,,,,
118,Microscopies,Communale,59350,235 Boulevard Paul Painlevé,"Auberge de Jeunesse HI Lille, 235 bd Paul Painlevé",https://lespinatas.com,les.pinatas@gmail.com,2010 et après,2016,"Livre, littérature",,,,,"Bande dessinée, comics, manga, bibliophilie, art, livre d'art, jeunesse, lecture, littérature régionale, littérature et écriture contemporaine, poésie, micro-édition et images imprimées",Après-saison (6 septembre - 31 décembre),"50.6317183168, 3.04783272312",50.6317183168,3.04783272312,,,,,,,,,,,,,,,,
119,Des montagnes et des bulles,Communale,74206,614 Avenue de Sciez,,http://www.desmontagnesetdesbulles.com,,2010 et après,8ème,"Livre, littérature",,,,,Bande dessinée,Après-saison (6 septembre - 31 décembre),"46.3132216712, 6.50123814187",46.3132216712,6.50123814187,,,,,,,,,,,,,,,,
120,Vochora,Communale,7324,Place Saint-Julien,Hôtel de la Tourette - Association Vochora,,,De 2000 à 2009,22ème,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"45.0535734386, 4.81493474284",45.0535734386,4.81493474284,,,,,,,,,,,,,,,,
121,Rencontres littéraires de cannes,Communale,6029,1 Avenue Jean de noailles,,https://www.cannes.com/fr/culture/mediatheques-et-bibliotheques.html,mediatheques@ville-cannes.fr,2010 et après,2014,"Livre, littérature",,,,,Fictions,Après-saison (6 septembre - 31 décembre),"43.5526202843, 7.00427592728",43.5526202843,7.00427592728,,,,,,,,,,,,,,,,
122,Ecrans Mixtes,Communale,69123,7 Rue Passet,,,,2010 et après,9ème,"Cinéma, audiovisuel",,,LGBTI (toutes disciplines),,,Avant-saison (1er janvier - 20 juin),"45.6462662502, 4.44570095396",45.6462662502,4.44570095396,,,,,,,,,,,,,,,,
123,Salon international du livre de montagne,Communale,74208,35 Place Du docteur Joly,"Association ""Montagne en Pages""",,,De 1990 à 1999,29ème,"Livre, littérature",,,,,Non fiction,Saison (21 juin - 5 septembre),"45.9545838758, 6.74056895873",45.9545838758,6.74056895873,,,,,,,,,,,,,,,,
124,Festival de Lacoste,Communale,84058,Route Du château,Théâtre des carrières,https://www.festivaldelacoste.com,,De 2000 à 2009,2000,Musique,,Musique classique,,,,Saison (21 juin - 5 septembre),"43.8257421042, 5.26592271907",43.8257421042,5.26592271907,,,,,,,,,,,,,,,,
125,Rendez-vous des bulles,Communale,59526,,Médiathèque des Encres - Espace Jean Ferrat,http://www.mediatheques-porteduhainaut.fr/,smuller@mediatheque-st-amand.com,De 2000 à 2009,2008,"Livre, littérature",,,,,Bande dessinée,Avant-saison (1er janvier - 20 juin),"50.4401000981, 3.44460708029",50.4401000981,3.44460708029,,,,,,,,,,,,,,,,
126,Festival du Rythme en Cévennes,Communale,30270,370 Avenue Jean Rampon,Mairie De Saint Jean Du Pin,https://www.facebook.com/Festival-du-Rythme-en-C%C3%A9vennes-2025532951037192/,gasparino30@club-internet.fr,De 1990 à 1999,1990,Musique,,"Musiques électroniques, techno",,,,Saison (21 juin - 5 septembre),"44.1164232741, 4.0327398577",44.1164232741,4.0327398577,,,,,,,,,,,,,,,,
127,Tamazgha,Communale,13055,178 Avenue De saint-louis,Théâtre le 15e art,,sud.culture@gmail.com,De 2000 à 2009,2006,Musique,,Musiques du monde (berbère),,,,Saison (21 juin - 5 septembre),"43.296346, 5.369889",43.296346,5.369889,,,,,,,,,,,,,,,,
128,Les scènes du loup,Communale,6161,,Théâtre de verdure,https://www.villeneuveloubet.fr,,De 2000 à 2009,2008,Musique,,,,,,Saison (21 juin - 5 septembre),"43.6492560734, 7.10728434873",43.6492560734,7.10728434873,,,,,,,,,,,,,,,,
129,La guinguette,Communale,13055,,,https://www.facebook.com/apecb/?ref=bookmarks,espaceculturelbusserine@gmail.com,De 1980 à 1989,1987,Spectacle vivant,Arts de la rue,Hip-hop/rap/slam,Film d'animation,,,Saison (21 juin - 5 septembre),"43.296346, 5.369889",43.296346,5.369889,,,,,,,,,,,,,,,,
130,Festival Une Saison Graphique,Intercommunale,76351,,ESADHaR,,blanche.bertrand@esadhar.org,De 2000 à 2009,2009,"Arts visuels, arts numériques",,,,,,Avant-saison (1er janvier - 20 juin),"49.498452502, 0.140153719153",49.498452502,0.140153719153,,,,,,,,,,,,,,,,
131,Liv'in Embrun,Départementale,5046,Place Place barthelon,,,,2010 et après,2011,Musique,,,Musique du monde,,,Saison (21 juin - 5 septembre),"44.5804294908, 6.47559298927",44.5804294908,6.47559298927,,,,,,,,,,,,,,,,
132,Moments lyriques de Chartres et d'Eure et loir,Départementale,28085,,,http://www.moments-lyriques.com/,,De 1980 à 1989,1989,Musique,,Musique classique,,,,Après-saison (6 septembre - 31 décembre),"48.4471464884, 1.50570610616",48.4471464884,1.50570610616,,,,,,,,,,,,,,,,
133,Jazz de mars,Départementale,28085,,,https://www.jazzdemars.com,,De 1990 à 1999,1995,Musique,,"Jazz, Blues",,,,Avant-saison (1er janvier - 20 juin),"48.4471464884, 1.50570610616",48.4471464884,1.50570610616,,,,,,,,,,,,,,,,
134,Charivari jazz festival,Départementale,41149,,,https://www.figureslibres.org/charivari-jazz-festival/,,2010 et après,2018,Musique,,"Jazz, Blues",,,,Avant-saison (1er janvier - 20 juin),"47.7650269644, 0.854948191169",47.7650269644,0.854948191169,,,,,,,,,,,,,,,,
135,La Passerelle,Départementale,36241,,,http://www.valdelindrebrenne.com/,,De 2000 à 2009,,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"46.8446125894, 1.51599368144",46.8446125894,1.51599368144,,,,,,,,,,,,,,,,
136,Jours de fête du court métrage d'humour,Départementale,36208,,,http://www.tatienfete.com/,,De 2000 à 2009,2007,"Cinéma, audiovisuel",,,Fiction long métrage,,,Après-saison (6 septembre - 31 décembre),"46.5042219323, 2.06769602901",46.5042219323,2.06769602901,,,,,,,,,,,,,,,,
137,Festival de la Céramique,Départementale,30010,12 Avenue Pasteur Rollin,,https://www.festival-ceramique-anduze.org/,contact@officeculturel.com,De 2000 à 2009,2004,"Arts visuels, arts numériques",,,,,,Saison (21 juin - 5 septembre),"44.0507893674, 3.97484165309",44.0507893674,3.97484165309,,,,,,,,,,,,,,,,
138,Sacrée Musique !,Départementale,83119,Rue de l'église,Eglise paroissiale,https://sacreemusique.fr/,,2010 et après,2021,Musique,,Musique sacree,,,,Après-saison (6 septembre - 31 décembre),"43.262314383, 6.66343039908",43.262314383,6.66343039908,,,,,,,,,,,,,,,,
139,Récidive 1940,Départementale,45234,,,https://www.cinemalescarmes.com/recidive/,,2010 et après,2020,"Cinéma, audiovisuel",,,Fiction long métrage,,,Après-saison (6 septembre - 31 décembre),"47.8828634214, 1.91610357477",47.8828634214,1.91610357477,,,,,,,,,,,,,,,,
140,Les mercredis du rire,Départementale,13039,Place Du marché,Avenue du général de gaulle,,tourisme@mairie-fos-sur-mer.fr,2010 et après,2016,Spectacle vivant,,Spectacle d'humour,,,,Saison (21 juin - 5 septembre),"43.4556812107, 4.90452133912",43.4556812107,4.90452133912,,,,,,,,,,,,,,,,
141,Festival du paon,Départementale,4018,,Le paon - le Contadour,https://www.festivaldupaon.com,festivaldupaon@gmail.com,2010 et après,2016,Spectacle vivant,Théâtre,,,,,Saison (21 juin - 5 septembre),"44.0269448077, 5.64964715248",44.0269448077,5.64964715248,,,,,,,,,,,,,,,,
142,Rêves de cirque,Départementale,1093,1 Rue des peupliers,,https://www.revesdecirque.fr,direction@cslapasserelle.fr,2010 et après,,Spectacle vivant,Arts du cirque,,,,,Saison (21 juin - 5 septembre),"46.1232390685, 4.95810003714",46.1232390685,4.95810003714,,,,,,,,,,,,,,,,
143,Forts en fête,Départementale,5023,,,,,2010 et après,2010,Musique,,,,,,Saison (21 juin - 5 septembre),"44.8994986041, 6.64947524018",44.8994986041,6.64947524018,,,,,,,,,,,,,,,,
144,Ateliers Jazz,Départementale,53152,1 Voie De la Guiternière,BP 16,https://www.festivaljazz-meslay.com,j.seguin@paysmeslaygrez.fr,De 1990 à 1999,1998,Musique,,"Jazz, blues",,,,Avant-saison (1er janvier - 20 juin),"47.9469156243, -0.558693863131",47.9469156243,-0.558693863131,,,,,,,,,,,,,,,,
145,Les Rendez vous de l'Erdre,Départementale,44109,10 Allée Duquesne,,https://rendezvouserdre.com,loic.breteau@ace-nantes.fr,De 1980 à 1989,1987,Musique,,,,,,Saison (21 juin - 5 septembre),"47.2316356767, -1.54831008605",47.2316356767,-1.54831008605,,,,,,,,,,,,,,,,
146,Electro alternativ,Départementale,31555,7 Rue Bernard Palissy,,,contact@asso-regarts.com,De 2000 à 2009,2004,Musique,,,,,,Après-saison (6 septembre - 31 décembre),"43.5963814303, 1.43167293364",43.5963814303,1.43167293364,,,,,,,,,,,,,,,,
147,Fantasy,Départementale,6155,Boulevard Jacques ugo,Espace loisirs francie huger,https://www.facebook.com/festivalfantasyvallauris,culture@vallauris.fr,2010 et après,2019,"Livre, littérature",,Manga et culture asiatique,,,,Après-saison (6 septembre - 31 décembre),"43.5766472999, 7.05836612893",43.5766472999,7.05836612893,,,,,,,,,,,,,,,,
148,Coup de Projecteur,Départementale,3023,27 Rue Jean-Baptiste Burlot,,https://www.ville-bellerive-sur-allier.fr,culture@ville-bellerive.com,2010 et après,,"Arts visuels, arts numériques",,,,Arts numériques,,Avant-saison (1er janvier - 20 juin),"46.1214944433, 3.39719062136",46.1214944433,3.39719062136,,,,,,,,,,,,,,,,
149,Festival opus - opéra lyrique de Gattières,Départementale,6064,20 Montée Du château,Place Grimaldi,,contact@opus-opera.com,De 1990 à 1999,1990,Musique,,Musiques lyriques,,,,Saison (21 juin - 5 septembre),"43.7652195423, 7.16877468184",43.7652195423,7.16877468184,,,,,,,,,,,,,,,,
150,Festival d'Ambronay,Départementale,1007,place Place Thollon,,https://www.ambronay.org,marina.roche-lecca@ambronay.org,De 1980 à 1989,1980,Musique,,Musique baroque,,,,Après-saison (6 septembre - 31 décembre),"46.0055913782, 5.35760660735",46.0055913782,5.35760660735,,,,,,,,,,,,,,,,
151,Le Mans Pop Festival,Départementale,72181,30 Rue Huchepie,,https://www.lemanspopfestival.com,bthomas.lmcc@gmail.com,De 1990 à 1999,1993,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"47.9885256718, 0.200030493539",47.9885256718,0.200030493539,,,,,,,,,,,,,,,,
152,Jazz au Moulin,Départementale,45232,127 rue Marcel Belot,,https://jazzaumoulin.wixsite.com/festival,info@mjcmoulin-olivet.org,2010 et après,,Musique,,"Jazz, blues, Musiques du monde",,,,Après-saison (6 septembre - 31 décembre),"47.8546997503, 1.88823884753",47.8546997503,1.88823884753,,,,,,,,,,,,,,,,
